DEP;DEPNOMBRE;MUN;MUNNOMBRE;ZONA;PUESTO;PUESNOMBRE;MESA;CORCODIGO;CORNOMBRE;CIR;PAR;PARNOMBRE;CAN;CANNOMBRE;VOTOS
15;CUNDINAMARCA;160;MADRID;02;01;COLEGIO DEPTAL SERREZUELA;003;01;PRESIDENTE;00;0014;COLOMBIA JUSTA LIBRES                                                                               ;002;JOHN MILTON RODRÍGUEZ;0002
15;CUNDINAMARCA;160;MADRID;01;05;LICEO HACIENDA CASABLANCA;008;01;PRESIDENTE;00;1076;LIGA DE GOBERNANTES ANTICORRUPCION                                                                  ;001;RODOLFO HERNÁNDEZ;0082
15;CUNDINAMARCA;160;MADRID;01;05;LICEO HACIENDA CASABLANCA;008;01;PRESIDENTE;00;0997;VOTOS NULOS;997;VOTOS NULOS .;0003
15;CUNDINAMARCA;160;MADRID;01;05;LICEO HACIENDA CASABLANCA;008;01;PRESIDENTE;00;0996;VOTOS EN BLANCO;996;VOTOS EN BLANCO .;0010
15;CUNDINAMARCA;160;MADRID;01;05;LICEO HACIENDA CASABLANCA;008;01;PRESIDENTE;00;1235;COALICION PACTO HISTÓRICO                                                                           ;006;GUSTAVO PETRO;0149
15;CUNDINAMARCA;160;MADRID;01;05;LICEO HACIENDA CASABLANCA;008;01;PRESIDENTE;00;1233;COALICION CENTRO ESPERANZA                                                                          ;004;SERGIO FAJARDO;0025
15;CUNDINAMARCA;160;MADRID;01;05;LICEO HACIENDA CASABLANCA;008;01;PRESIDENTE;00;1234;COALICION EQUIPO POR COLOMBIA                                                                       ;003;FEDERICO GUTIÉRREZ;0024
15;CUNDINAMARCA;160;MADRID;01;05;LICEO HACIENDA CASABLANCA;008;01;PRESIDENTE;00;0014;COLOMBIA JUSTA LIBRES                                                                               ;002;JOHN MILTON RODRÍGUEZ;0003
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;005;01;PRESIDENTE;00;1076;LIGA DE GOBERNANTES ANTICORRUPCION                                                                  ;001;RODOLFO HERNÁNDEZ;0117
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;005;01;PRESIDENTE;00;0997;VOTOS NULOS;997;VOTOS NULOS .;0007
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;005;01;PRESIDENTE;00;0996;VOTOS EN BLANCO;996;VOTOS EN BLANCO .;0006
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;005;01;PRESIDENTE;00;1235;COALICION PACTO HISTÓRICO                                                                           ;006;GUSTAVO PETRO;0135
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;005;01;PRESIDENTE;00;1233;COALICION CENTRO ESPERANZA                                                                          ;004;SERGIO FAJARDO;0007
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;005;01;PRESIDENTE;00;1234;COALICION EQUIPO POR COLOMBIA                                                                       ;003;FEDERICO GUTIÉRREZ;0010
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;005;01;PRESIDENTE;00;0014;COLOMBIA JUSTA LIBRES                                                                               ;002;JOHN MILTON RODRÍGUEZ;0001
15;CUNDINAMARCA;160;MADRID;01;06;COLEGIO TIBAITATA;011;01;PRESIDENTE;00;1076;LIGA DE GOBERNANTES ANTICORRUPCION                                                                  ;001;RODOLFO HERNÁNDEZ;0095
15;CUNDINAMARCA;160;MADRID;01;06;COLEGIO TIBAITATA;011;01;PRESIDENTE;00;0997;VOTOS NULOS;997;VOTOS NULOS .;0006
15;CUNDINAMARCA;160;MADRID;01;06;COLEGIO TIBAITATA;011;01;PRESIDENTE;00;0996;VOTOS EN BLANCO;996;VOTOS EN BLANCO .;0003
15;CUNDINAMARCA;160;MADRID;01;06;COLEGIO TIBAITATA;011;01;PRESIDENTE;00;1235;COALICION PACTO HISTÓRICO                                                                           ;006;GUSTAVO PETRO;0153
15;CUNDINAMARCA;160;MADRID;01;06;COLEGIO TIBAITATA;011;01;PRESIDENTE;00;1233;COALICION CENTRO ESPERANZA                                                                          ;004;SERGIO FAJARDO;0005
15;CUNDINAMARCA;160;MADRID;01;06;COLEGIO TIBAITATA;011;01;PRESIDENTE;00;1234;COALICION EQUIPO POR COLOMBIA                                                                       ;003;FEDERICO GUTIÉRREZ;0007
15;CUNDINAMARCA;160;MADRID;01;06;COLEGIO TIBAITATA;011;01;PRESIDENTE;00;0014;COLOMBIA JUSTA LIBRES                                                                               ;002;JOHN MILTON RODRÍGUEZ;0001
15;CUNDINAMARCA;160;MADRID;99;01;PUENTE DE PIEDRA;007;01;PRESIDENTE;00;1076;LIGA DE GOBERNANTES ANTICORRUPCION                                                                  ;001;RODOLFO HERNÁNDEZ;0158
15;CUNDINAMARCA;160;MADRID;99;01;PUENTE DE PIEDRA;007;01;PRESIDENTE;00;0997;VOTOS NULOS;997;VOTOS NULOS .;0004
15;CUNDINAMARCA;160;MADRID;99;01;PUENTE DE PIEDRA;007;01;PRESIDENTE;00;0996;VOTOS EN BLANCO;996;VOTOS EN BLANCO .;0006
15;CUNDINAMARCA;160;MADRID;99;01;PUENTE DE PIEDRA;007;01;PRESIDENTE;00;0304;PARTIDO VERDE OXIGENO                                                                               ;008;INGRID BETANCOURT;0001
15;CUNDINAMARCA;160;MADRID;99;01;PUENTE DE PIEDRA;007;01;PRESIDENTE;00;1235;COALICION PACTO HISTÓRICO                                                                           ;006;GUSTAVO PETRO;0097
15;CUNDINAMARCA;160;MADRID;99;01;PUENTE DE PIEDRA;007;01;PRESIDENTE;00;1233;COALICION CENTRO ESPERANZA                                                                          ;004;SERGIO FAJARDO;0007
15;CUNDINAMARCA;160;MADRID;99;01;PUENTE DE PIEDRA;007;01;PRESIDENTE;00;1234;COALICION EQUIPO POR COLOMBIA                                                                       ;003;FEDERICO GUTIÉRREZ;0010
15;CUNDINAMARCA;160;MADRID;01;01;COLISEO  CUBIERTO MUNICIPAL;006;01;PRESIDENTE;00;1076;LIGA DE GOBERNANTES ANTICORRUPCION                                                                  ;001;RODOLFO HERNÁNDEZ;0129
15;CUNDINAMARCA;160;MADRID;01;01;COLISEO  CUBIERTO MUNICIPAL;006;01;PRESIDENTE;00;0997;VOTOS NULOS;997;VOTOS NULOS .;0004
15;CUNDINAMARCA;160;MADRID;01;01;COLISEO  CUBIERTO MUNICIPAL;006;01;PRESIDENTE;00;0996;VOTOS EN BLANCO;996;VOTOS EN BLANCO .;0007
15;CUNDINAMARCA;160;MADRID;01;01;COLISEO  CUBIERTO MUNICIPAL;006;01;PRESIDENTE;00;1235;COALICION PACTO HISTÓRICO                                                                           ;006;GUSTAVO PETRO;0095
15;CUNDINAMARCA;160;MADRID;01;01;COLISEO  CUBIERTO MUNICIPAL;006;01;PRESIDENTE;00;1233;COALICION CENTRO ESPERANZA                                                                          ;004;SERGIO FAJARDO;0018
15;CUNDINAMARCA;160;MADRID;01;01;COLISEO  CUBIERTO MUNICIPAL;006;01;PRESIDENTE;00;1234;COALICION EQUIPO POR COLOMBIA                                                                       ;003;FEDERICO GUTIÉRREZ;0029
15;CUNDINAMARCA;160;MADRID;01;01;COLISEO  CUBIERTO MUNICIPAL;006;01;PRESIDENTE;00;0014;COLOMBIA JUSTA LIBRES                                                                               ;002;JOHN MILTON RODRÍGUEZ;0004
15;CUNDINAMARCA;160;MADRID;01;03;SALON  COMUNAL  ALCAPARROS;004;01;PRESIDENTE;00;1076;LIGA DE GOBERNANTES ANTICORRUPCION                                                                  ;001;RODOLFO HERNÁNDEZ;0134
15;CUNDINAMARCA;160;MADRID;01;03;SALON  COMUNAL  ALCAPARROS;004;01;PRESIDENTE;00;0997;VOTOS NULOS;997;VOTOS NULOS .;0006
15;CUNDINAMARCA;160;MADRID;01;03;SALON  COMUNAL  ALCAPARROS;004;01;PRESIDENTE;00;0996;VOTOS EN BLANCO;996;VOTOS EN BLANCO .;0001
15;CUNDINAMARCA;160;MADRID;01;03;SALON  COMUNAL  ALCAPARROS;004;01;PRESIDENTE;00;0304;PARTIDO VERDE OXIGENO                                                                               ;008;INGRID BETANCOURT;0001
15;CUNDINAMARCA;160;MADRID;01;03;SALON  COMUNAL  ALCAPARROS;004;01;PRESIDENTE;00;1235;COALICION PACTO HISTÓRICO                                                                           ;006;GUSTAVO PETRO;0081
15;CUNDINAMARCA;160;MADRID;01;03;SALON  COMUNAL  ALCAPARROS;004;01;PRESIDENTE;00;0302;PARTIDO MOVIMIENTO DE SALVACION NACIONAL                                                            ;005;ENRIQUE GÓMEZ MARTÍNEZ;0001
15;CUNDINAMARCA;160;MADRID;01;03;SALON  COMUNAL  ALCAPARROS;004;01;PRESIDENTE;00;1233;COALICION CENTRO ESPERANZA                                                                          ;004;SERGIO FAJARDO;0016
15;CUNDINAMARCA;160;MADRID;01;03;SALON  COMUNAL  ALCAPARROS;004;01;PRESIDENTE;00;1234;COALICION EQUIPO POR COLOMBIA                                                                       ;003;FEDERICO GUTIÉRREZ;0050
15;CUNDINAMARCA;160;MADRID;01;03;SALON  COMUNAL  ALCAPARROS;004;01;PRESIDENTE;00;0014;COLOMBIA JUSTA LIBRES                                                                               ;002;JOHN MILTON RODRÍGUEZ;0003
15;CUNDINAMARCA;160;MADRID;02;03;I.E.NUESTA SRA DEL LORETO;006;01;PRESIDENTE;00;1233;COALICION CENTRO ESPERANZA                                                                          ;004;SERGIO FAJARDO;0009
15;CUNDINAMARCA;160;MADRID;02;03;I.E.NUESTA SRA DEL LORETO;006;01;PRESIDENTE;00;1076;LIGA DE GOBERNANTES ANTICORRUPCION                                                                  ;001;RODOLFO HERNÁNDEZ;0074
15;CUNDINAMARCA;160;MADRID;02;03;I.E.NUESTA SRA DEL LORETO;006;01;PRESIDENTE;00;1234;COALICION EQUIPO POR COLOMBIA                                                                       ;003;FEDERICO GUTIÉRREZ;0004
15;CUNDINAMARCA;160;MADRID;02;03;I.E.NUESTA SRA DEL LORETO;006;01;PRESIDENTE;00;0014;COLOMBIA JUSTA LIBRES                                                                               ;002;JOHN MILTON RODRÍGUEZ;0003
15;CUNDINAMARCA;160;MADRID;02;03;I.E.NUESTA SRA DEL LORETO;006;01;PRESIDENTE;00;0997;VOTOS NULOS;997;VOTOS NULOS .;0003
15;CUNDINAMARCA;160;MADRID;02;03;I.E.NUESTA SRA DEL LORETO;006;01;PRESIDENTE;00;0996;VOTOS EN BLANCO;996;VOTOS EN BLANCO .;0009
15;CUNDINAMARCA;160;MADRID;02;03;I.E.NUESTA SRA DEL LORETO;006;01;PRESIDENTE;00;1235;COALICION PACTO HISTÓRICO                                                                           ;006;GUSTAVO PETRO;0158
15;CUNDINAMARCA;160;MADRID;02;03;I.E.NUESTA SRA DEL LORETO;001;01;PRESIDENTE;00;1076;LIGA DE GOBERNANTES ANTICORRUPCION                                                                  ;001;RODOLFO HERNÁNDEZ;0113
15;CUNDINAMARCA;160;MADRID;02;03;I.E.NUESTA SRA DEL LORETO;001;01;PRESIDENTE;00;0998;VOTOS NO MARCADOS;998;VOTOS NO MARCADOS .;0001
15;CUNDINAMARCA;160;MADRID;02;03;I.E.NUESTA SRA DEL LORETO;001;01;PRESIDENTE;00;0997;VOTOS NULOS;997;VOTOS NULOS .;0011
15;CUNDINAMARCA;160;MADRID;02;03;I.E.NUESTA SRA DEL LORETO;001;01;PRESIDENTE;00;0996;VOTOS EN BLANCO;996;VOTOS EN BLANCO .;0004
15;CUNDINAMARCA;160;MADRID;02;03;I.E.NUESTA SRA DEL LORETO;001;01;PRESIDENTE;00;0304;PARTIDO VERDE OXIGENO                                                                               ;008;INGRID BETANCOURT;0001
15;CUNDINAMARCA;160;MADRID;02;03;I.E.NUESTA SRA DEL LORETO;001;01;PRESIDENTE;00;0527;COLOMBIA PIENSA EN GRANDE                                                                           ;007;LUIS PÉREZ;0001
15;CUNDINAMARCA;160;MADRID;02;03;I.E.NUESTA SRA DEL LORETO;001;01;PRESIDENTE;00;1235;COALICION PACTO HISTÓRICO                                                                           ;006;GUSTAVO PETRO;0078
15;CUNDINAMARCA;160;MADRID;02;03;I.E.NUESTA SRA DEL LORETO;001;01;PRESIDENTE;00;0302;PARTIDO MOVIMIENTO DE SALVACION NACIONAL                                                            ;005;ENRIQUE GÓMEZ MARTÍNEZ;0002
15;CUNDINAMARCA;160;MADRID;02;03;I.E.NUESTA SRA DEL LORETO;001;01;PRESIDENTE;00;1233;COALICION CENTRO ESPERANZA                                                                          ;004;SERGIO FAJARDO;0015
15;CUNDINAMARCA;160;MADRID;02;03;I.E.NUESTA SRA DEL LORETO;001;01;PRESIDENTE;00;1234;COALICION EQUIPO POR COLOMBIA                                                                       ;003;FEDERICO GUTIÉRREZ;0070
15;CUNDINAMARCA;160;MADRID;02;03;I.E.NUESTA SRA DEL LORETO;001;01;PRESIDENTE;00;0014;COLOMBIA JUSTA LIBRES                                                                               ;002;JOHN MILTON RODRÍGUEZ;0007
15;CUNDINAMARCA;160;MADRID;90;01;COLEGIO GABRIEL ECHAVARRIA;002;01;PRESIDENTE;00;1235;COALICION PACTO HISTÓRICO                                                                           ;006;GUSTAVO PETRO;0184
15;CUNDINAMARCA;160;MADRID;90;01;COLEGIO GABRIEL ECHAVARRIA;002;01;PRESIDENTE;00;1076;LIGA DE GOBERNANTES ANTICORRUPCION                                                                  ;001;RODOLFO HERNÁNDEZ;0249
15;CUNDINAMARCA;160;MADRID;90;01;COLEGIO GABRIEL ECHAVARRIA;002;01;PRESIDENTE;00;0302;PARTIDO MOVIMIENTO DE SALVACION NACIONAL                                                            ;005;ENRIQUE GÓMEZ MARTÍNEZ;0001
15;CUNDINAMARCA;160;MADRID;90;01;COLEGIO GABRIEL ECHAVARRIA;002;01;PRESIDENTE;00;1233;COALICION CENTRO ESPERANZA                                                                          ;004;SERGIO FAJARDO;0013
15;CUNDINAMARCA;160;MADRID;90;01;COLEGIO GABRIEL ECHAVARRIA;002;01;PRESIDENTE;00;1234;COALICION EQUIPO POR COLOMBIA                                                                       ;003;FEDERICO GUTIÉRREZ;0035
15;CUNDINAMARCA;160;MADRID;90;01;COLEGIO GABRIEL ECHAVARRIA;002;01;PRESIDENTE;00;0014;COLOMBIA JUSTA LIBRES                                                                               ;002;JOHN MILTON RODRÍGUEZ;0002
15;CUNDINAMARCA;160;MADRID;90;01;COLEGIO GABRIEL ECHAVARRIA;002;01;PRESIDENTE;00;0997;VOTOS NULOS;997;VOTOS NULOS .;0008
15;CUNDINAMARCA;160;MADRID;90;01;COLEGIO GABRIEL ECHAVARRIA;002;01;PRESIDENTE;00;0996;VOTOS EN BLANCO;996;VOTOS EN BLANCO .;0005
15;CUNDINAMARCA;160;MADRID;01;01;COLISEO  CUBIERTO MUNICIPAL;012;01;PRESIDENTE;00;1076;LIGA DE GOBERNANTES ANTICORRUPCION                                                                  ;001;RODOLFO HERNÁNDEZ;0130
15;CUNDINAMARCA;160;MADRID;01;01;COLISEO  CUBIERTO MUNICIPAL;012;01;PRESIDENTE;00;0998;VOTOS NO MARCADOS;998;VOTOS NO MARCADOS .;0002
15;CUNDINAMARCA;160;MADRID;01;01;COLISEO  CUBIERTO MUNICIPAL;012;01;PRESIDENTE;00;0997;VOTOS NULOS;997;VOTOS NULOS .;0002
15;CUNDINAMARCA;160;MADRID;01;01;COLISEO  CUBIERTO MUNICIPAL;012;01;PRESIDENTE;00;0996;VOTOS EN BLANCO;996;VOTOS EN BLANCO .;0006
15;CUNDINAMARCA;160;MADRID;01;01;COLISEO  CUBIERTO MUNICIPAL;012;01;PRESIDENTE;00;1235;COALICION PACTO HISTÓRICO                                                                           ;006;GUSTAVO PETRO;0105
15;CUNDINAMARCA;160;MADRID;01;01;COLISEO  CUBIERTO MUNICIPAL;012;01;PRESIDENTE;00;1233;COALICION CENTRO ESPERANZA                                                                          ;004;SERGIO FAJARDO;0013
15;CUNDINAMARCA;160;MADRID;01;01;COLISEO  CUBIERTO MUNICIPAL;012;01;PRESIDENTE;00;1234;COALICION EQUIPO POR COLOMBIA                                                                       ;003;FEDERICO GUTIÉRREZ;0039
15;CUNDINAMARCA;160;MADRID;01;01;COLISEO  CUBIERTO MUNICIPAL;012;01;PRESIDENTE;00;0014;COLOMBIA JUSTA LIBRES                                                                               ;002;JOHN MILTON RODRÍGUEZ;0003
15;CUNDINAMARCA;160;MADRID;01;04;COLEGIO LA MAGNOLIA;008;01;PRESIDENTE;00;1076;LIGA DE GOBERNANTES ANTICORRUPCION                                                                  ;001;RODOLFO HERNÁNDEZ;0100
15;CUNDINAMARCA;160;MADRID;01;04;COLEGIO LA MAGNOLIA;008;01;PRESIDENTE;00;0997;VOTOS NULOS;997;VOTOS NULOS .;0004
15;CUNDINAMARCA;160;MADRID;01;04;COLEGIO LA MAGNOLIA;008;01;PRESIDENTE;00;0996;VOTOS EN BLANCO;996;VOTOS EN BLANCO .;0004
15;CUNDINAMARCA;160;MADRID;01;04;COLEGIO LA MAGNOLIA;008;01;PRESIDENTE;00;1235;COALICION PACTO HISTÓRICO                                                                           ;006;GUSTAVO PETRO;0130
15;CUNDINAMARCA;160;MADRID;01;04;COLEGIO LA MAGNOLIA;008;01;PRESIDENTE;00;1233;COALICION CENTRO ESPERANZA                                                                          ;004;SERGIO FAJARDO;0003
15;CUNDINAMARCA;160;MADRID;01;04;COLEGIO LA MAGNOLIA;008;01;PRESIDENTE;00;1234;COALICION EQUIPO POR COLOMBIA                                                                       ;003;FEDERICO GUTIÉRREZ;0010
15;CUNDINAMARCA;160;MADRID;01;04;COLEGIO LA MAGNOLIA;008;01;PRESIDENTE;00;0014;COLOMBIA JUSTA LIBRES                                                                               ;002;JOHN MILTON RODRÍGUEZ;0004
15;CUNDINAMARCA;160;MADRID;02;06;BLOQUE 2 - COLEGIO TECNOLOGICO;009;01;PRESIDENTE;00;1076;LIGA DE GOBERNANTES ANTICORRUPCION                                                                  ;001;RODOLFO HERNÁNDEZ;0113
15;CUNDINAMARCA;160;MADRID;02;06;BLOQUE 2 - COLEGIO TECNOLOGICO;009;01;PRESIDENTE;00;1234;COALICION EQUIPO POR COLOMBIA                                                                       ;003;FEDERICO GUTIÉRREZ;0004
15;CUNDINAMARCA;160;MADRID;02;06;BLOQUE 2 - COLEGIO TECNOLOGICO;009;01;PRESIDENTE;00;0997;VOTOS NULOS;997;VOTOS NULOS .;0009
15;CUNDINAMARCA;160;MADRID;02;06;BLOQUE 2 - COLEGIO TECNOLOGICO;009;01;PRESIDENTE;00;0996;VOTOS EN BLANCO;996;VOTOS EN BLANCO .;0005
15;CUNDINAMARCA;160;MADRID;02;06;BLOQUE 2 - COLEGIO TECNOLOGICO;009;01;PRESIDENTE;00;1235;COALICION PACTO HISTÓRICO                                                                           ;006;GUSTAVO PETRO;0132
15;CUNDINAMARCA;160;MADRID;02;06;BLOQUE 2 - COLEGIO TECNOLOGICO;009;01;PRESIDENTE;00;0302;PARTIDO MOVIMIENTO DE SALVACION NACIONAL                                                            ;005;ENRIQUE GÓMEZ MARTÍNEZ;0002
15;CUNDINAMARCA;160;MADRID;02;06;BLOQUE 2 - COLEGIO TECNOLOGICO;009;01;PRESIDENTE;00;1233;COALICION CENTRO ESPERANZA                                                                          ;004;SERGIO FAJARDO;0010
15;CUNDINAMARCA;160;MADRID;02;06;BLOQUE 2 - COLEGIO TECNOLOGICO;009;01;PRESIDENTE;00;0014;COLOMBIA JUSTA LIBRES                                                                               ;002;JOHN MILTON RODRÍGUEZ;0004
15;CUNDINAMARCA;160;MADRID;01;01;COLISEO  CUBIERTO MUNICIPAL;003;01;PRESIDENTE;00;1076;LIGA DE GOBERNANTES ANTICORRUPCION                                                                  ;001;RODOLFO HERNÁNDEZ;0126
15;CUNDINAMARCA;160;MADRID;01;01;COLISEO  CUBIERTO MUNICIPAL;003;01;PRESIDENTE;00;0997;VOTOS NULOS;997;VOTOS NULOS .;0005
15;CUNDINAMARCA;160;MADRID;01;01;COLISEO  CUBIERTO MUNICIPAL;003;01;PRESIDENTE;00;0996;VOTOS EN BLANCO;996;VOTOS EN BLANCO .;0005
15;CUNDINAMARCA;160;MADRID;01;01;COLISEO  CUBIERTO MUNICIPAL;003;01;PRESIDENTE;00;1235;COALICION PACTO HISTÓRICO                                                                           ;006;GUSTAVO PETRO;0068
15;CUNDINAMARCA;160;MADRID;01;01;COLISEO  CUBIERTO MUNICIPAL;003;01;PRESIDENTE;00;1233;COALICION CENTRO ESPERANZA                                                                          ;004;SERGIO FAJARDO;0023
15;CUNDINAMARCA;160;MADRID;01;01;COLISEO  CUBIERTO MUNICIPAL;003;01;PRESIDENTE;00;1234;COALICION EQUIPO POR COLOMBIA                                                                       ;003;FEDERICO GUTIÉRREZ;0069
15;CUNDINAMARCA;160;MADRID;01;01;COLISEO  CUBIERTO MUNICIPAL;003;01;PRESIDENTE;00;0014;COLOMBIA JUSTA LIBRES                                                                               ;002;JOHN MILTON RODRÍGUEZ;0008
15;CUNDINAMARCA;160;MADRID;01;06;COLEGIO TIBAITATA;010;01;PRESIDENTE;00;1076;LIGA DE GOBERNANTES ANTICORRUPCION                                                                  ;001;RODOLFO HERNÁNDEZ;0105
15;CUNDINAMARCA;160;MADRID;01;06;COLEGIO TIBAITATA;010;01;PRESIDENTE;00;0997;VOTOS NULOS;997;VOTOS NULOS .;0003
15;CUNDINAMARCA;160;MADRID;01;06;COLEGIO TIBAITATA;010;01;PRESIDENTE;00;0996;VOTOS EN BLANCO;996;VOTOS EN BLANCO .;0005
15;CUNDINAMARCA;160;MADRID;01;06;COLEGIO TIBAITATA;010;01;PRESIDENTE;00;1235;COALICION PACTO HISTÓRICO                                                                           ;006;GUSTAVO PETRO;0114
15;CUNDINAMARCA;160;MADRID;01;06;COLEGIO TIBAITATA;010;01;PRESIDENTE;00;1233;COALICION CENTRO ESPERANZA                                                                          ;004;SERGIO FAJARDO;0013
15;CUNDINAMARCA;160;MADRID;01;06;COLEGIO TIBAITATA;010;01;PRESIDENTE;00;1234;COALICION EQUIPO POR COLOMBIA                                                                       ;003;FEDERICO GUTIÉRREZ;0013
15;CUNDINAMARCA;160;MADRID;01;06;COLEGIO TIBAITATA;010;01;PRESIDENTE;00;0014;COLOMBIA JUSTA LIBRES                                                                               ;002;JOHN MILTON RODRÍGUEZ;0004
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;016;01;PRESIDENTE;00;1076;LIGA DE GOBERNANTES ANTICORRUPCION                                                                  ;001;RODOLFO HERNÁNDEZ;0090
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;016;01;PRESIDENTE;00;0997;VOTOS NULOS;997;VOTOS NULOS .;0001
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;016;01;PRESIDENTE;00;0996;VOTOS EN BLANCO;996;VOTOS EN BLANCO .;0008
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;016;01;PRESIDENTE;00;0304;PARTIDO VERDE OXIGENO                                                                               ;008;INGRID BETANCOURT;0001
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;016;01;PRESIDENTE;00;1235;COALICION PACTO HISTÓRICO                                                                           ;006;GUSTAVO PETRO;0078
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;016;01;PRESIDENTE;00;1233;COALICION CENTRO ESPERANZA                                                                          ;004;SERGIO FAJARDO;0002
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;016;01;PRESIDENTE;00;1234;COALICION EQUIPO POR COLOMBIA                                                                       ;003;FEDERICO GUTIÉRREZ;0009
15;CUNDINAMARCA;160;MADRID;02;01;COLEGIO DEPTAL SERREZUELA;005;01;PRESIDENTE;00;1076;LIGA DE GOBERNANTES ANTICORRUPCION                                                                  ;001;RODOLFO HERNÁNDEZ;0115
15;CUNDINAMARCA;160;MADRID;02;01;COLEGIO DEPTAL SERREZUELA;005;01;PRESIDENTE;00;0997;VOTOS NULOS;997;VOTOS NULOS .;0007
15;CUNDINAMARCA;160;MADRID;02;01;COLEGIO DEPTAL SERREZUELA;005;01;PRESIDENTE;00;0996;VOTOS EN BLANCO;996;VOTOS EN BLANCO .;0004
15;CUNDINAMARCA;160;MADRID;02;01;COLEGIO DEPTAL SERREZUELA;005;01;PRESIDENTE;00;1235;COALICION PACTO HISTÓRICO                                                                           ;006;GUSTAVO PETRO;0080
15;CUNDINAMARCA;160;MADRID;02;01;COLEGIO DEPTAL SERREZUELA;005;01;PRESIDENTE;00;0302;PARTIDO MOVIMIENTO DE SALVACION NACIONAL                                                            ;005;ENRIQUE GÓMEZ MARTÍNEZ;0002
15;CUNDINAMARCA;160;MADRID;02;01;COLEGIO DEPTAL SERREZUELA;005;01;PRESIDENTE;00;1233;COALICION CENTRO ESPERANZA                                                                          ;004;SERGIO FAJARDO;0018
15;CUNDINAMARCA;160;MADRID;02;01;COLEGIO DEPTAL SERREZUELA;005;01;PRESIDENTE;00;1234;COALICION EQUIPO POR COLOMBIA                                                                       ;003;FEDERICO GUTIÉRREZ;0042
15;CUNDINAMARCA;160;MADRID;02;01;COLEGIO DEPTAL SERREZUELA;005;01;PRESIDENTE;00;0014;COLOMBIA JUSTA LIBRES                                                                               ;002;JOHN MILTON RODRÍGUEZ;0008
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;004;01;PRESIDENTE;00;1076;LIGA DE GOBERNANTES ANTICORRUPCION                                                                  ;001;RODOLFO HERNÁNDEZ;0198
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;004;01;PRESIDENTE;00;0997;VOTOS NULOS;997;VOTOS NULOS .;0006
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;004;01;PRESIDENTE;00;0996;VOTOS EN BLANCO;996;VOTOS EN BLANCO .;0003
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;004;01;PRESIDENTE;00;1235;COALICION PACTO HISTÓRICO                                                                           ;006;GUSTAVO PETRO;0075
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;004;01;PRESIDENTE;00;1233;COALICION CENTRO ESPERANZA                                                                          ;004;SERGIO FAJARDO;0005
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;004;01;PRESIDENTE;00;1234;COALICION EQUIPO POR COLOMBIA                                                                       ;003;FEDERICO GUTIÉRREZ;0018
15;CUNDINAMARCA;160;MADRID;02;04;COLEGIO MARIA TERESA ORTIZ;004;01;PRESIDENTE;00;0014;COLOMBIA JUSTA LIBRES                                                                               ;002;JOHN MILTON RODRÍGUEZ;0003
15;CUNDINAMARCA;160;MADRID;02;06;BLOQUE 2 - COLEGIO TECNOLOGICO;012;01;PRESIDENTE;00;1076;LIGA DE GOBERNANTES ANTICORRUPCION                                                                  ;001;RODOLFO HERNÁNDEZ;0127
15;CUNDINAMARCA;160;MADRID;02;06;BLOQUE 2 - COLEGIO TECNOLOGICO;012;01;PRESIDENTE;00;0997;VOTOS NULOS;997;VOTOS NULOS .;0005
15;CUNDINAMARCA;160;MADRID;02;06;BLOQUE 2 - COLEGIO TECNOLOGICO;012;01;PRESIDENTE;00;0996;VOTOS EN BLANCO;996;VOTOS EN BLANCO .;0003
15;CUNDINAMARCA;160;MADRID;02;06;BLOQUE 2 - COLEGIO TECNOLOGICO;012;01;PRESIDENTE;00;1235;COALICION PACTO HISTÓRICO                                                                           ;006;GUSTAVO PETRO;0113
